muscle_group,weekly_training_time_min,sessions_per_week,avg_intensity_pct_1rm,training_age_years,muscle_growth_pct_8wk
Back,189.4,4,88.7,9.3,6.277
Back,39.6,5,58.4,9.2,5.294
Back,34.5,4,93.7,12.6,2.615
Back,164.3,1,78.5,2.0,8.606
Back,165.6,3,75.7,2.9,11.304
Back,150.4,5,88.9,7.3,7.163
Back,192.5,5,56.1,0.7,15.59
Back,61.4,4,86.1,6.2,5.964
Back,167.1,5,59.7,11.8,4.919
Back,76.9,4,88.6,2.2,6.527
Back,112.1,1,76.2,6.9,4.12
Back,94.7,5,57.4,14.8,2.654
Back,11.1,1,88.3,7.6,1.329
Back,119.1,2,56.1,7.5,4.44
Back,152.0,2,60.5,8.4,6.942
Back,43.2,4,86.9,2.8,6.488
Back,187.0,1,73.6,2.2,8.631
Back,110.8,4,90.3,10.2,4.714
Back,43.9,5,80.4,5.9,5.415
Back,132.7,4,79.9,4.3,7.771
Back,46.5,2,66.7,0.5,6.599
Back,22.1,5,60.3,12.7,2.421
Back,140.2,2,93.4,0.5,12.502
Back,31.0,4,59.2,11.2,2.567
Back,30.2,3,76.2,5.7,4.121
Back,150.6,1,65.9,9.0,5.157
Back,20.5,1,65.6,3.7,3.029
Back,163.9,1,78.8,2.3,7.756
Back,161.3,5,86.9,8.0,8.907
Back,36.9,5,86.1,10.4,2.813
Back,108.5,3,89.8,2.9,11.441
Back,28.4,5,66.7,6.5,3.303
Back,130.2,1,73.6,6.7,6.928
Back,22.0,5,55.4,3.2,4.159
Back,189.5,2,84.9,8.5,6.742
Back,49.5,1,67.1,2.2,5.266
Back,139.7,4,77.5,7.6,8.208
Back,34.4,2,61.8,1.7,7.293
Back,49.8,2,87.8,7.3,3.985
Back,95.7,4,87.7,4.7,7.967
Back,118.9,2,90.1,6.8,5.642
Back,199.8,4,56.8,6.5,6.698
Back,14.9,1,94.7,13.6,1.607
Back,10.1,1,64.9,7.3,0.807
Back,76.6,2,67.4,12.3,3.179
Back,79.6,4,65.0,3.4,10.664
Back,177.9,2,65.7,5.3,7.93
Back,183.4,1,77.1,1.1,13.853
Back,177.3,4,64.6,6.3,6.92
Back,37.2,3,70.8,10.0,3.231
Back,88.3,3,81.2,12.6,3.786
Back,151.7,2,88.4,8.5,5.802
Back,69.4,1,82.7,9.6,2.68
Back,136.0,1,78.8,2.7,9.684
Back,55.1,4,60.9,0.6,10.221
Back,71.4,1,87.6,11.9,3.497
Back,173.5,2,56.5,2.5,8.546
Back,57.6,5,65.6,1.4,7.565
Back,193.2,2,57.3,14.1,4.549
Back,68.2,4,81.7,14.5,2.918
Back,14.5,2,69.7,9.2,1.671
Back,58.4,5,81.1,5.7,7.993
Back,42.5,5,68.9,12.5,4.058
Back,106.3,3,73.2,3.1,6.805
Back,31.4,4,73.3,6.4,3.418
Back,128.9,3,56.8,5.4,8.028
Back,176.2,5,72.2,13.7,4.691
Back,78.9,2,80.6,13.8,2.661
Back,42.0,5,76.8,9.8,3.91
Back,86.0,4,58.0,1.7,10.249
Back,159.3,4,81.7,7.2,9.419
Back,122.4,2,67.4,3.7,7.901
Back,29.2,5,55.6,13.3,2.828
Back,112.1,4,61.2,2.1,8.511
Back,98.9,5,74.9,0.8,10.105
Back,72.2,5,67.4,10.6,5.254
Back,30.9,1,82.8,6.8,3.628
Back,196.4,5,64.6,12.6,4.064
Back,43.4,5,85.9,1.1,7.8
Back,46.6,2,66.5,12.0,2.195
Back,37.7,5,79.8,0.6,7.458
Back,118.3,3,87.0,0.4,14.393
Back,94.3,2,70.4,6.9,5.408
Back,57.4,2,56.9,3.3,5.965
Back,91.6,2,76.4,8.9,4.039
Back,138.0,1,94.8,0.4,9.923
Back,63.5,4,93.8,0.5,13.339
Back,183.9,4,63.8,10.9,5.575
Back,68.2,4,85.2,3.2,6.672
Back,47.7,3,68.8,9.8,3.501
Back,191.4,2,61.4,11.2,3.329
Back,164.0,4,81.6,0.9,10.896
Back,75.2,5,75.0,11.5,5.618
Back,169.9,1,76.6,4.0,7.361
Back,108.6,2,88.1,5.8,8.694
Back,75.9,5,68.5,1.3,10.119
Back,169.5,5,81.7,12.6,4.994
Back,152.9,5,69.6,8.4,7.179
Back,66.6,1,56.7,7.6,2.227
Back,125.3,3,70.1,14.5,4.507
Back,80.2,1,93.0,5.0,5.757
Back,10.2,5,74.3,13.4,1.409
Back,192.7,3,59.3,10.8,5.998
Back,114.4,2,82.5,13.9,3.215
Back,123.7,1,93.5,13.6,4.727
Back,124.0,4,91.3,14.9,4.226
Back,114.6,5,77.9,2.0,9.325
Back,65.1,5,70.1,11.9,4.262
Back,194.6,5,78.2,12.1,4.912
Back,128.1,5,87.6,9.7,7.449
Back,137.5,4,89.4,4.2,9.48
Back,96.4,5,87.8,14.5,4.354
Back,64.7,5,73.2,3.1,9.046
Back,22.2,3,59.8,7.5,3.065
Back,76.5,4,77.8,7.8,6.576
Back,43.5,5,61.3,2.4,8.23
Back,135.8,1,57.4,10.8,5.009
Back,177.0,4,74.9,1.3,12.614
Back,67.5,2,81.2,10.4,5.007
Back,73.2,1,89.2,12.7,3.345
Back,137.4,1,86.3,5.2,6.776
Back,38.4,1,89.3,10.6,3.602
Back,186.6,5,85.4,2.4,13.371
Back,79.1,4,83.1,12.7,4.356
Back,29.2,1,55.4,14.3,1.595
Back,43.2,4,80.0,2.3,8.62
Back,187.2,4,59.8,10.4,6.4
Back,57.0,3,57.3,7.6,4.924
Back,135.8,4,61.3,8.0,6.289
Back,39.7,5,87.9,10.6,3.504
Back,46.9,3,84.8,7.3,4.311
Back,177.1,4,93.0,9.0,5.38
Back,38.1,3,94.2,3.5,5.233
Back,13.6,2,90.7,5.7,1.878
Back,105.2,5,60.3,13.0,4.299
Back,173.9,3,90.1,1.6,12.499
Back,71.9,4,88.5,9.0,6.317
Back,34.4,4,89.8,2.8,6.471
Back,196.6,4,61.1,12.7,4.672
Back,138.6,4,59.7,8.7,7.156
Back,171.6,4,92.0,6.0,7.649
Back,152.9,3,62.0,3.7,6.991
Back,142.7,4,69.7,6.6,8.346
Back,83.1,3,73.2,14.4,3.975
Back,71.6,2,60.0,7.6,7.194
Back,146.2,4,55.8,7.0,8.749
Back,146.2,5,94.8,11.2,5.95
Back,190.6,4,90.1,5.7,8.047
Back,118.0,4,91.5,6.4,7.425
Back,66.0,5,66.4,5.1,5.404
Back,103.0,2,63.8,2.3,6.448
Back,126.6,1,72.0,10.7,3.894
Back,91.1,2,73.1,13.1,3.948
Back,160.3,4,55.2,13.6,2.911
Back,121.1,5,86.2,13.2,4.301
Back,11.8,3,94.9,6.8,1.421
Back,118.3,4,76.1,4.3,8.546
Back,130.4,1,70.5,9.6,4.386
Back,183.9,4,70.7,14.3,4.363
Back,88.6,4,58.8,10.9,6.466
Back,119.1,3,65.6,7.4,7.157
Back,100.2,4,75.1,10.3,4.901
Back,111.0,3,72.3,11.6,4.841
Back,22.8,3,76.8,13.8,1.785
Back,180.5,4,89.0,11.4,4.589
Back,183.0,4,64.0,6.5,6.39
Back,114.1,2,56.1,4.1,8.883
Back,115.7,2,56.5,7.5,5.367
Back,20.9,3,60.4,4.9,2.266
Back,123.6,2,77.8,14.1,4.098
Back,91.5,2,87.3,7.6,5.561
Back,144.7,2,90.5,7.1,4.075
Back,19.0,2,80.4,5.2,2.465
Back,145.1,3,71.1,9.6,6.603
Back,64.5,3,61.2,7.8,5.348
Back,133.8,4,71.1,1.9,15.688
Back,129.2,2,68.3,13.0,5.402
Back,53.1,5,89.8,5.4,7.039
Back,93.7,3,74.5,6.5,9.597
Back,168.8,4,64.0,3.1,11.26
Back,125.1,1,66.6,8.3,5.486
Back,23.1,1,60.5,10.5,2.259
Back,94.2,3,91.7,13.2,3.741
Back,69.2,2,57.0,0.8,9.355
Back,131.9,3,55.5,14.6,3.718
Back,126.8,1,62.3,10.6,4.944
Back,12.0,3,87.4,4.3,1.643
Back,125.5,4,75.9,3.1,8.948
Back,149.6,4,80.0,4.4,9.527
Back,156.1,2,69.3,13.1,4.274
Back,21.2,2,57.7,4.4,1.747
Back,67.7,3,89.2,6.9,3.983
Back,90.0,3,62.7,10.6,3.797
Back,44.2,4,56.3,13.1,2.536
Back,89.9,2,77.9,9.9,5.092
Back,23.5,4,58.3,11.3,2.282
Back,31.5,5,58.8,2.6,6.176
Back,137.1,2,87.0,13.2,4.942
Back,59.9,5,74.7,4.1,8.06
Back,145.2,2,64.7,1.9,11.062
Back,19.1,2,68.9,14.6,1.473
Back,116.9,4,84.2,3.0,11.689
Back,84.4,4,57.7,2.0,11.206
Back,161.4,3,59.7,9.4,6.042
Back,159.0,2,79.7,4.8,9.223
Back,81.4,1,79.3,2.0,4.896
Back,128.3,5,93.9,9.0,5.694
Back,53.2,5,70.0,11.4,3.592
Back,120.3,5,57.6,11.9,6.061
Back,25.4,3,76.5,2.3,5.734
Back,92.6,5,80.5,8.4,4.394
Back,44.7,3,60.6,12.2,3.952
Back,177.8,1,77.1,2.4,7.112
Back,94.5,1,62.9,3.1,6.039
Back,122.2,2,88.8,0.0,12.106
Back,78.5,2,88.4,7.9,4.747
Back,64.9,5,72.2,2.9,5.878
Back,48.6,2,93.7,10.9,3.638
Back,183.3,4,94.2,14.4,5.043
Back,161.9,2,60.2,3.1,10.231
Back,35.3,4,69.7,9.7,3.015
Back,151.9,3,79.0,3.2,9.39
Back,89.5,1,58.4,0.3,10.194
Back,12.9,3,70.3,11.4,1.839
Back,110.4,1,65.4,6.5,2.944
Back,34.7,5,93.1,14.2,1.956
Back,49.9,4,71.5,8.0,4.597
Back,142.2,5,85.5,2.4,8.81
Back,58.9,5,70.5,6.7,5.172
Back,179.5,2,60.3,3.0,8.521
Back,134.9,4,89.5,13.2,4.32
Back,168.1,1,55.0,10.4,4.625
Back,126.9,5,57.2,5.1,8.843
Back,175.1,4,69.6,7.9,6.451
Back,78.7,4,82.5,10.0,4.637
Back,114.3,5,68.7,11.7,4.968
Back,108.0,5,57.7,1.2,11.505
Back,181.7,5,67.7,0.3,9.868
Back,41.3,1,64.8,1.7,6.286
Back,119.8,1,55.2,5.9,5.613
Back,153.3,5,76.4,7.0,8.686
Back,80.3,2,59.7,2.0,9.274
Back,174.8,3,66.5,6.2,8.583
Back,80.9,1,80.6,6.6,4.311
Back,42.9,4,84.0,1.6,6.9
Back,121.0,5,65.5,13.7,3.606
Back,89.9,5,68.2,9.0,4.892
Back,12.9,3,64.9,5.8,2.337
Back,23.3,4,93.3,7.6,3.531
Back,47.1,3,62.6,4.7,4.224
Back,156.2,3,62.3,12.8,4.317
Back,179.5,3,72.8,8.6,5.943
Back,113.7,5,62.6,7.4,7.279
Back,30.1,2,61.3,13.7,1.247
Back,111.5,3,58.8,12.6,3.216
Back,172.6,4,80.6,12.2,5.663
Back,152.4,3,79.5,3.4,6.256
Back,65.3,1,81.0,2.3,6.551
Back,33.5,2,85.9,10.4,2.758
Back,181.1,4,68.1,7.0,7.63
Back,172.3,4,91.7,10.3,5.531
Back,20.2,4,84.3,11.4,1.789
Back,166.5,5,87.2,4.4,9.87
Back,28.5,4,83.8,4.3,4.438
Back,22.0,3,69.3,7.4,2.199
Back,154.1,2,66.3,4.1,8.087
Back,111.9,2,71.9,10.0,5.376
Back,88.8,5,58.9,11.2,6.27
Back,181.7,3,73.1,7.1,7.598
Back,169.5,4,56.7,10.9,6.636
Back,20.9,1,55.2,7.7,1.74
Back,127.1,1,92.3,10.7,4.084
Back,156.7,2,82.6,3.4,8.288
Back,114.6,1,77.5,11.1,4.311
Back,196.8,4,68.6,10.7,4.56
Back,140.3,4,77.8,4.0,11.253
Back,29.8,3,90.7,8.3,3.46
Back,47.7,2,81.1,12.8,2.771
Back,167.0,3,79.1,3.7,9.849
Back,199.4,1,73.4,11.0,4.65
Back,28.7,3,68.8,14.3,2.416
Back,29.1,1,82.9,13.0,1.355
Back,155.0,1,94.2,6.0,6.022
Back,22.2,1,72.0,9.1,1.963
Back,23.0,1,70.7,14.9,1.73
Back,178.9,3,72.1,8.5,5.397
Back,162.1,3,72.0,1.7,6.541
Back,177.5,4,94.6,0.7,10.646
Back,133.6,3,83.3,11.9,4.941
Back,71.3,1,69.4,6.4,5.147
Quads,127.2,2,62.9,5.9,7.838
Quads,21.6,4,70.0,0.7,6.043
Quads,134.5,5,79.2,5.0,5.692
Quads,105.9,2,86.3,14.4,5.134
Quads,96.1,5,69.6,7.6,6.417
Quads,146.7,4,80.0,12.3,3.822
Quads,154.1,4,74.3,1.9,6.558
Quads,170.8,4,88.9,4.0,7.569
Quads,81.2,1,77.8,14.2,3.472
Quads,72.1,4,66.6,5.8,6.64
Quads,145.7,2,83.1,9.7,6.445
Quads,120.5,2,87.8,14.6,3.776
Quads,130.0,1,73.6,8.3,4.667
Quads,115.5,1,94.5,4.6,6.67
Quads,156.8,5,90.2,8.0,7.273
Quads,46.1,2,62.9,0.8,7.771
Quads,115.6,2,86.5,1.7,9.245
Quads,40.0,3,79.0,0.1,9.355
Quads,87.4,4,76.4,13.3,4.088
Quads,136.2,3,75.6,10.1,5.095
Quads,103.7,3,89.1,4.5,7.404
Quads,82.1,5,79.4,3.3,10.382
Quads,178.1,3,76.5,10.2,5.969
Quads,156.8,4,57.0,13.8,4.563
Quads,110.0,5,72.9,4.5,10.241
Quads,190.5,4,91.3,4.8,12.647
Quads,90.6,1,83.5,12.8,4.049
Quads,159.7,2,57.0,13.4,5.723
Quads,41.9,4,90.4,13.7,3.515
Quads,64.3,3,88.1,4.4,5.912
Quads,74.2,2,76.9,1.8,8.872
Quads,30.1,2,55.9,6.6,2.27
Quads,105.3,1,77.5,4.4,7.035
Quads,46.5,2,57.2,13.3,2.427
Quads,130.5,4,67.8,0.5,13.661
Quads,46.1,1,80.2,9.5,2.779
Quads,33.5,5,91.5,13.6,2.296
Quads,194.1,2,69.3,14.7,4.949
Quads,135.1,5,89.4,9.8,6.159
Quads,187.9,2,91.7,14.2,2.962
Quads,103.1,5,55.8,1.1,10.534
Quads,16.3,3,64.6,5.4,1.489
Quads,119.1,5,83.4,0.1,15.426
Quads,116.1,1,85.3,14.7,4.245
Quads,12.8,4,70.7,13.5,1.234
Quads,173.6,2,81.3,0.4,11.875
Quads,127.8,2,79.5,0.3,13.838
Quads,151.5,1,84.6,5.5,6.721
Quads,103.8,5,83.7,3.9,7.403
Quads,127.5,4,58.4,12.7,5.998
Quads,58.9,5,61.3,2.4,9.128
Quads,195.0,3,60.3,11.9,6.371
Quads,86.1,1,92.3,8.3,4.319
Quads,40.8,2,91.5,5.7,5.043
Quads,20.6,3,86.9,2.2,3.334
Quads,130.9,1,59.7,15.0,4.405
Quads,196.8,5,78.0,9.3,6.173
Quads,180.2,5,62.5,6.6,7.754
Quads,143.4,3,69.7,5.6,4.926
Quads,198.2,3,65.7,13.6,4.768
Quads,147.3,4,88.2,12.3,5.748
Quads,74.5,4,60.8,12.2,4.111
Quads,124.2,1,80.8,9.2,7.027
Quads,25.2,3,94.4,13.3,1.376
Quads,52.1,4,82.5,4.5,5.616
Quads,89.3,5,58.2,10.6,4.333
Quads,48.3,3,91.3,6.1,4.304
Quads,191.2,5,80.7,9.0,8.101
Quads,199.2,3,73.3,15.0,6.029
Quads,80.5,2,81.4,14.8,3.132
Quads,144.8,3,90.2,7.7,6.099
Quads,87.5,4,74.1,8.6,4.801
Quads,36.5,5,76.3,13.5,3.41
Quads,74.0,2,73.1,14.8,4.237
Quads,54.3,2,57.9,11.7,3.272
Quads,72.3,4,86.5,1.0,8.381
Quads,50.9,4,60.1,4.8,4.512
Quads,31.3,2,70.8,13.4,2.221
Quads,51.3,4,70.5,11.5,4.189
Quads,182.1,1,66.2,11.1,3.155
Quads,26.2,2,71.1,10.0,2.089
Quads,71.7,5,79.7,6.2,8.17
Quads,110.4,3,67.5,6.0,7.121
Quads,77.4,5,61.9,12.1,5.707
Quads,108.3,2,89.8,4.4,8.632
Quads,18.2,2,93.8,10.3,1.17
Quads,133.2,5,73.3,10.9,5.664
Quads,117.1,5,68.1,12.7,5.082
Quads,139.4,5,56.9,4.8,7.552
Quads,117.8,2,56.5,11.1,4.057
Quads,93.2,5,70.7,1.6,14.001
Quads,76.5,3,92.2,2.1,7.574
Quads,53.0,5,84.2,6.3,6.36
Quads,105.0,5,69.0,0.8,12.036
Quads,14.9,3,93.7,14.2,1.153
Quads,72.4,2,72.2,13.5,4.049
Quads,138.8,5,66.1,0.7,12.847
Quads,30.7,3,72.1,12.6,2.64
Quads,21.9,3,63.5,7.6,1.357
Quads,133.9,4,90.4,10.5,6.533
Quads,85.6,5,69.4,13.3,2.45
Quads,162.3,1,81.3,8.7,5.618
Quads,188.1,5,70.6,1.7,14.615
Quads,191.8,3,91.1,0.0,16.517
Quads,90.9,1,80.7,7.5,4.153
Quads,60.2,2,74.5,14.2,2.463
Quads,125.6,3,60.3,8.6,5.568
Quads,129.4,4,91.1,5.6,8.677
Quads,128.2,3,76.9,0.5,9.343
Quads,71.1,1,66.4,13.7,3.314
Quads,22.1,3,90.1,4.9,3.144
Quads,49.9,2,57.2,10.6,3.179
Quads,39.3,2,67.6,10.4,3.278
Quads,33.5,4,76.5,3.8,5.127
Quads,186.0,5,68.6,1.0,12.917
Quads,12.6,1,74.1,5.8,0.781
Quads,124.4,4,65.6,4.8,9.272
Quads,190.0,3,60.2,10.5,4.905
Quads,78.4,2,56.5,12.3,3.501
Quads,110.1,4,61.3,3.3,10.663
Quads,142.2,2,93.1,7.9,7.882
Quads,70.3,4,78.0,0.6,11.303
Quads,100.8,3,74.6,3.2,10.11
Quads,165.2,1,70.4,11.4,3.673
Quads,151.6,4,83.3,11.9,6.119
Quads,163.6,5,60.7,11.6,5.744
Quads,197.6,3,66.0,2.1,13.935
Quads,80.4,4,81.2,8.3,5.346
Quads,151.9,1,74.2,6.3,6.609
Quads,124.5,2,85.8,14.9,5.048
Quads,136.7,2,90.9,9.8,5.494
Quads,150.6,4,87.9,14.0,4.18
Quads,152.4,2,62.4,2.2,15.226
Quads,178.3,4,58.7,6.8,6.541
Quads,76.4,2,61.8,11.6,4.046
Quads,134.2,4,86.3,5.5,9.154
Quads,63.3,2,91.6,9.5,4.36
Quads,123.0,3,92.0,7.7,6.424
Quads,152.7,1,66.9,14.9,3.997
Quads,160.3,4,88.6,2.6,11.207
Quads,89.8,1,76.4,14.0,2.893
Quads,106.7,5,87.9,6.0,10.374
Quads,73.4,5,76.9,7.0,5.859
Quads,42.1,3,60.8,7.9,4.272
Quads,59.5,5,58.2,4.0,6.422
Quads,183.3,5,93.3,14.5,4.656
Quads,68.7,1,72.0,13.7,2.997
Quads,195.2,4,69.0,14.6,3.714
Quads,55.9,2,69.3,15.0,2.857
Quads,147.4,5,70.2,10.0,5.963
Quads,119.0,5,92.8,6.8,8.804
Quads,142.4,5,57.5,12.8,4.199
Quads,132.4,3,59.8,0.4,12.626
Quads,144.3,1,86.6,12.5,3.824
Quads,182.1,1,77.0,7.5,7.963
Quads,117.1,1,60.1,10.1,4.136
Quads,22.9,5,56.4,5.6,3.312
Quads,61.5,3,64.0,5.5,6.866
Quads,144.6,2,65.4,0.5,12.942
Quads,103.9,3,55.6,6.4,5.238
Quads,114.2,1,63.6,6.1,4.912
Quads,123.4,3,84.5,3.4,11.048
Quads,82.7,3,89.2,3.7,6.275
Quads,157.0,4,90.9,8.8,7.423
Quads,147.5,1,70.6,4.8,7.946
Quads,145.7,5,67.8,12.5,5.951
Quads,145.9,1,95.0,1.7,11.097
Quads,179.2,3,85.8,8.7,5.597
Quads,123.1,2,76.5,2.4,8.469
Quads,193.7,4,65.2,7.9,8.361
Quads,32.6,4,67.9,8.3,2.956
Quads,130.1,1,75.6,9.6,2.707
Quads,146.2,3,76.7,6.4,8.679
Quads,100.7,3,55.5,7.6,5.058
Quads,64.8,3,93.4,2.7,8.308
Quads,114.5,1,78.0,6.9,7.603
Quads,79.3,1,78.6,5.6,5.879
Quads,182.7,3,63.5,10.0,7.192
Quads,77.8,2,85.6,6.5,5.903
Quads,43.4,3,84.5,11.7,4.133
Quads,119.5,1,58.8,6.4,5.15
Quads,85.2,4,78.8,3.5,8.886
Quads,28.2,1,81.3,4.1,3.873
Quads,117.3,4,88.4,0.7,13.324
Quads,112.2,5,63.2,8.1,7.988
Quads,42.9,2,90.1,12.5,2.524
Quads,123.6,1,73.5,11.5,6.45
Quads,117.8,1,58.9,6.6,8.498
Quads,157.0,2,59.2,2.9,10.277
Quads,78.7,1,62.9,13.0,3.988
Quads,57.3,5,66.3,0.9,11.515
Quads,190.7,5,74.9,6.0,6.845
Quads,116.6,5,85.0,12.8,3.918
Quads,15.2,5,62.5,5.9,2.667
Quads,165.9,3,94.7,1.8,12.352
Quads,47.4,2,61.5,4.0,5.115
Quads,159.3,3,79.0,9.0,6.592
Quads,144.0,2,92.2,2.3,6.305
Quads,194.1,5,88.3,9.8,6.234
Quads,193.5,3,80.9,6.6,6.771
Quads,62.1,2,83.6,5.0,6.725
Quads,155.6,4,60.4,3.6,12.184
Quads,70.2,2,55.4,12.3,4.099
Quads,129.5,2,72.4,6.0,7.851
Quads,123.6,2,58.6,11.1,3.682
Quads,20.4,1,69.3,6.6,2.415
Quads,11.0,1,63.9,1.4,2.322
Quads,21.0,3,91.7,6.6,3.105
Quads,34.3,5,90.2,7.6,4.989
Quads,59.0,2,87.8,6.9,3.336
Quads,182.3,4,83.6,12.2,5.383
Quads,108.5,2,61.2,13.7,3.665
Quads,161.4,2,56.9,11.8,5.235
Quads,169.3,1,81.2,8.7,5.838
Quads,149.6,3,80.7,8.1,6.655
Quads,84.4,4,69.8,9.7,6.532
Quads,174.1,2,73.9,4.3,7.185
Quads,151.0,3,74.6,12.2,4.453
Quads,151.2,3,64.6,12.9,4.266
Quads,181.3,2,67.6,4.0,8.47
Quads,123.7,4,71.7,13.5,4.022
Quads,110.4,3,79.1,12.7,4.823
Quads,179.1,1,93.2,6.4,6.509
Quads,96.3,3,76.5,13.6,3.787
Quads,164.2,2,84.2,1.8,12.935
Quads,20.2,4,87.3,0.4,4.761
Quads,10.2,2,59.5,5.2,1.752
Quads,110.4,5,81.1,8.5,6.299
Quads,24.0,4,74.3,5.3,3.316
Quads,195.5,1,77.9,14.1,3.862
Quads,11.0,3,56.5,3.8,1.763
Quads,146.4,5,91.2,4.2,10.758
Quads,56.2,2,93.1,9.5,3.553
Quads,193.8,4,55.1,0.1,17.037
Quads,82.5,4,63.5,10.9,4.299
Quads,15.2,4,62.2,5.7,2.52
Quads,15.1,1,86.3,14.7,0.845
Quads,115.1,2,78.9,10.4,6.054
Quads,197.5,2,62.1,0.8,12.858
Quads,196.2,2,87.6,1.4,14.707
Quads,74.1,5,69.1,1.3,8.473
Quads,101.7,1,73.4,14.3,2.748
Quads,29.1,3,70.5,10.3,2.237
Quads,109.2,5,75.9,6.4,5.772
Quads,123.9,5,74.2,3.0,8.212
Quads,57.7,4,66.0,13.1,4.169
Quads,126.3,5,72.0,3.0,10.648
Quads,180.9,3,91.3,10.6,5.349
Quads,10.2,4,75.1,11.4,0.924
Quads,53.5,3,91.7,4.4,5.247
Quads,49.9,1,77.0,7.6,5.114
Quads,33.5,1,85.8,3.3,3.604
Quads,41.6,5,66.7,5.7,3.626
Quads,128.9,1,86.6,14.5,4.635
Quads,29.5,2,65.6,10.4,2.284
Quads,150.3,4,55.8,12.7,7.446
Quads,178.5,3,61.4,8.1,6.258
Quads,186.1,3,55.9,3.6,11.103
Quads,135.4,5,92.9,10.7,7.01
Quads,47.5,4,95.0,7.5,4.048
Quads,26.2,5,85.5,2.7,3.859
Quads,54.1,4,59.3,6.2,6.15
Quads,192.8,5,91.0,9.5,7.172
Quads,192.8,4,84.8,11.0,4.636
Quads,82.6,3,68.3,3.6,6.583
Quads,71.9,5,75.1,13.1,2.201
Quads,106.9,5,81.5,5.7,8.693
Quads,65.4,1,56.0,4.1,5.609
Quads,196.1,5,75.1,2.9,10.957
Quads,52.0,4,84.3,12.1,2.504
Quads,80.1,5,62.5,5.3,5.82
Quads,91.6,4,72.8,7.3,6.179
Quads,33.8,5,76.3,3.3,4.489
Quads,82.7,2,84.4,10.3,4.71
Quads,172.8,1,93.6,11.7,5.25
Quads,36.7,1,88.9,5.1,5.391
Quads,121.0,2,79.9,14.2,4.343
Quads,87.3,2,78.3,0.5,13.376
Quads,42.4,3,79.1,2.0,5.661
Quads,12.3,1,76.8,8.8,0.637
Quads,61.9,1,57.4,10.5,3.337
Quads,21.7,3,82.9,3.8,2.261
Quads,81.6,4,83.7,8.3,5.925
Quads,163.9,1,75.5,4.8,6.827
Quads,146.7,3,89.8,8.3,4.443
Quads,190.0,4,81.9,9.9,8.585
Quads,91.1,4,69.5,14.6,3.955
Quads,144.5,1,55.8,6.8,4.554
Quads,136.4,4,57.4,9.7,7.343
Quads,51.2,1,69.1,8.7,3.163
Quads,67.7,2,73.5,4.8,7.426
Quads,110.7,2,61.7,3.8,7.297
Quads,161.4,5,62.6,14.8,4.485
Quads,97.7,1,64.2,3.1,8.441
Quads,53.3,4,86.2,11.9,4.203
Quads,198.8,5,85.9,2.2,13.542
Quads,32.0,5,70.3,12.1,2.564
Quads,191.6,2,61.9,2.8,10.924
Quads,163.7,1,59.4,14.5,4.734
Quads,169.4,2,58.5,10.3,5.761
Hamstrings,156.3,3,74.4,11.7,4.724
Hamstrings,71.5,5,80.5,0.5,11.274
Hamstrings,63.7,1,76.0,11.8,2.059
Hamstrings,59.3,1,56.7,10.6,2.99
Hamstrings,63.8,4,89.9,11.3,4.518
Hamstrings,74.2,4,73.3,3.7,8.116
Hamstrings,124.9,4,58.1,5.9,4.523
Hamstrings,120.9,2,85.9,1.8,9.814
Hamstrings,58.6,1,81.4,3.6,6.192
Hamstrings,49.2,2,81.0,4.5,6.417
Hamstrings,167.0,3,72.1,4.8,6.571
Hamstrings,27.6,3,71.4,2.6,2.745
Hamstrings,107.4,5,76.5,2.8,7.917
Hamstrings,108.9,5,57.0,13.5,3.467
Hamstrings,119.1,4,67.0,11.8,5.643
Hamstrings,178.3,1,94.5,5.2,3.123
Hamstrings,128.5,1,81.5,14.2,3.296
Hamstrings,195.0,3,71.8,3.6,9.936
Hamstrings,175.6,4,63.9,6.1,6.941
Hamstrings,50.8,4,84.8,12.2,4.184
Hamstrings,55.8,2,65.4,6.6,3.278
Hamstrings,75.5,1,61.5,3.5,4.669
Hamstrings,84.4,2,61.2,5.5,7.551
Hamstrings,115.1,4,84.2,7.5,6.569
Hamstrings,54.2,5,80.7,9.3,4.404
Hamstrings,52.2,5,57.8,6.1,4.149
Hamstrings,82.5,3,59.6,6.5,6.02
Hamstrings,137.7,1,80.4,4.0,5.689
Hamstrings,140.7,5,77.8,8.0,7.438
Hamstrings,195.5,1,82.4,3.3,10.481
Hamstrings,48.5,2,62.1,13.0,3.196
Hamstrings,84.6,5,84.1,11.2,4.125
Hamstrings,193.3,3,92.4,6.2,3.493
Hamstrings,141.1,1,79.0,11.2,2.89
Hamstrings,122.5,3,62.8,0.1,15.827
Hamstrings,112.5,1,82.2,5.2,5.207
Hamstrings,24.3,2,68.7,6.6,2.554
Hamstrings,179.7,5,57.0,7.0,6.921
Hamstrings,128.8,2,67.1,11.2,5.735
Hamstrings,118.6,5,91.2,14.4,4.05
Hamstrings,112.5,3,71.4,5.7,6.505
Hamstrings,84.5,4,89.6,5.3,7.096
Hamstrings,58.4,4,75.3,9.2,4.086
Hamstrings,153.5,3,75.7,4.2,7.117
Hamstrings,106.8,1,55.2,2.1,8.775
Hamstrings,16.4,5,80.5,14.4,1.495
Hamstrings,85.8,3,59.3,12.1,5.843
Hamstrings,186.4,4,74.1,14.4,4.543
Hamstrings,81.0,3,65.4,3.3,9.41
Hamstrings,88.5,4,70.7,0.3,10.301
